"No.","Time","Source","Destination","Protocol","Length","Info"
"724","51.214097","52.168.117.171","192.168.86.228","TCP","66","443  >  49985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"725","51.214161","192.168.86.228","52.168.117.171","TCP","54","49985  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"726","51.214939","192.168.86.228","52.168.117.171","TLSv1.3","435","Client Hello (SNI=self.events.data.microsoft.com)"
"727","51.239087","52.168.117.171","192.168.86.228","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"728","51.239131","192.168.86.228","52.168.117.171","TCP","54","49985  >  443 [ACK] Seq=382 Ack=100 Win=261888 Len=0"
"729","51.245105","192.168.86.228","52.168.117.171","TLSv1.3","506","Change Cipher Spec, Client Hello (SNI=self.events.data.microsoft.com)"
"730","51.315214","52.168.117.171","192.168.86.228","TLSv1.3","1514","Server Hello"
"731","51.315214","52.168.117.171","192.168.86.228","TCP","1514","443  >  49985 [ACK] Seq=1560 Ack=834 Win=4193536 Len=1460 [TCP segment of a reassembled PDU]"
"732","51.315214","52.168.117.171","192.168.86.228","TCP","1514","443  >  49985 [ACK] Seq=3020 Ack=834 Win=4193536 Len=1460 [TCP segment of a reassembled PDU]"
"733","51.315214","52.168.117.171","192.168.86.228","TCP","1514","443  >  49985 [ACK] Seq=4480 Ack=834 Win=4193536 Len=1460 [TCP segment of a reassembled PDU]"
"734","51.315214","52.168.117.171","192.168.86.228","TLSv1.3","537","Application Data"
"735","51.315303","192.168.86.228","52.168.117.171","TCP","54","49985  >  443 [ACK] Seq=834 Ack=6423 Win=262144 Len=0"
"736","51.317754","192.168.86.228","52.168.117.171","TLSv1.3","128","Application Data"
"737","51.317874","192.168.86.228","52.168.117.171","TLSv1.3","904","Application Data"
"738","51.317906","192.168.86.228","52.168.117.171","TCP","1494","49985  >  443 [ACK] Seq=1758 Ack=6423 Win=262144 Len=1440 [TCP segment of a reassembled PDU]"
"739","51.317906","192.168.86.228","52.168.117.171","TLSv1.3","1412","Application Data"
"740","51.339257","52.168.117.171","192.168.86.228","TCP","92","443  >  49985 [ACK] Seq=6423 Ack=1758 Win=4194560 Len=0"
"741","51.339257","52.168.117.171","192.168.86.228","TCP","92","443  >  49985 [ACK] Seq=6423 Ack=4556 Win=4194560 Len=0"
"742","51.339637","52.168.117.171","192.168.86.228","TLSv1.3","157","Application Data"
"743","51.339665","192.168.86.228","52.168.117.171","TCP","54","49985  >  443 [ACK] Seq=4556 Ack=6526 Win=261888 Len=0"
"744","51.466438","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"745","51.483147","52.168.117.171","192.168.86.228","TLSv1.3","500","Application Data"
"746","51.483187","192.168.86.228","52.168.117.171","TCP","54","49985  >  443 [ACK] Seq=4556 Ack=6972 Win=261376 Len=0"
"747","51.691975","192.168.86.72","224.0.0.251","MDNS","870","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"748","51.693287","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","890","Standard query response 0x0000 TXT TXT, cache flush TXT, cache flush SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local NSEC, cache flush erin._airplay._tcp.local NSEC, cache flush C869CD808DBE@erin._raop._tcp.local OPT"
"749","51.734597","3.160.22.48","192.168.86.228","TLSv1.2","97","Application Data"
"750","51.738872","192.168.86.228","3.160.22.48","TLSv1.2","89","Ignored Unknown Record"
"751","51.738966","192.168.86.228","3.160.22.48","TLSv1.2","89","Application Data"
"752","51.749348","3.160.22.48","192.168.86.228","TCP","54","443  >  64623 [ACK] Seq=44 Ack=37 Win=142 Len=0"
"753","51.749348","3.160.22.48","192.168.86.228","TCP","54","443  >  64623 [ACK] Seq=44 Ack=72 Win=142 Len=0"
"754","51.895934","192.168.86.72","224.0.0.251","MDNS","271","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR erin._companion-link._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"755","51.896572","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","291","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR erin._companion-link._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"756","51.999695","192.168.86.72","224.0.0.251","MDNS","1213","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 NSEC, cache flush erin._companion-link._tcp.local NSEC, cache flush 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local NSEC, cache flush erin._mediaremotetv._tcp.local NSEC, cache flush 70-35-60-63.1 erin._sleep-proxy._udp.local NSEC, cache flush erin.local OPT"
"757","52.001311","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1233","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 NSEC, cache flush erin._companion-link._tcp.local NSEC, cache flush 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local NSEC, cache flush erin._mediaremotetv._tcp.local NSEC, cache flush 70-35-60-63.1 erin._sleep-proxy._udp.local NSEC, cache flush erin.local OPT"
"758","52.466565","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"759","52.782196","162.159.136.234","192.168.86.228","TLSv1.2","99","Application Data"
"760","52.785242","162.159.136.234","192.168.86.228","TLSv1.2","272","Application Data"
"761","52.785286","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=2441 Win=1023 Len=0"
"762","52.808870","192.168.86.228","66.22.206.17","RTCP","102","Sender Report   "
"763","52.920192","192.168.86.72","224.0.0.251","MDNS","382","Standard query response 0x0000 PTR erin._companion-link._tcp.local TXT PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR erin._mediaremotetv._tcp.local PTR erin._airplay._tcp.local PTR C869CD808DBE@erin._raop._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"764","52.920788","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","402","Standard query response 0x0000 PTR erin._companion-link._tcp.local TXT PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local PTR erin._mediaremotetv._tcp.local PTR erin._airplay._tcp.local PTR C869CD808DBE@erin._raop._tcp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"765","53.125008","Apple_80:8d:bc","Broadcast","ARP","42","ARP Announcement for 192.168.86.72"
"766","53.216810","192.168.86.228","108.138.61.106","TCP","55","[TCP Keep-Alive] 49940  >  443 [ACK] Seq=1 Ack=1 Win=1029 Len=1"
"767","53.233730","108.138.61.106","192.168.86.228","TCP","66","[TCP Keep-Alive ACK] 443  >  49940 [ACK] Seq=1 Ack=2 Win=164 Len=0 SLE=1 SRE=2"
"768","53.466457","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"769","53.913023","162.159.136.234","192.168.86.228","TLSv1.2","161","Application Data"
"770","53.966557","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=2548 Win=1023 Len=0"
"771","54.067185","104.26.6.220","192.168.86.228","TLSv1.2","81","Application Data"
"772","54.067736","192.168.86.228","104.26.6.220","TLSv1.2","85","Application Data"
"773","54.082560","104.26.6.220","192.168.86.228","TCP","54","443  >  65526 [ACK] Seq=109 Ack=125 Win=8 Len=0"
"774","54.148805","192.168.86.146","224.0.0.5","UDP","319","4242  >  4242 Len=277"
"775","54.153799","192.168.86.228","34.205.207.134","TLSv1.2","78","Application Data"
"776","54.153944","192.168.86.228","34.205.207.134","TCP","54","49964  >  443 [RST, ACK] Seq=25 Ack=26 Win=0 Len=0"
"777","54.154103","192.168.86.228","3.222.203.14","TLSv1.2","85","Encrypted Alert"
"778","54.154191","192.168.86.228","3.222.203.14","TCP","54","49946  >  443 [RST, ACK] Seq=32 Ack=1 Win=0 Len=0"
"779","54.155031","192.168.86.228","192.168.86.1","DNS","87","Standard query 0x9eeb A datarouter.ol.epicgames.com"
"780","54.172137","34.205.207.134","192.168.86.228","TCP","54","443  >  49964 [RST] Seq=26 Win=0 Len=0"
"781","54.177301","192.168.86.1","192.168.86.228","DNS","293","Standard query response 0x9eeb A datarouter.ol.epicgames.com CNAME datarouter-weighted.ol.epicgames.com CNAME datarouter.cfef.live.use1a.on.epicgames.com A 3.219.254.112 A 52.54.253.45 A 44.198.148.169 A 44.206.113.143 A 3.225.158.172 A 44.216.164.251 A 44.206.133.111 A 52.202.103.204"
"782","54.178015","192.168.86.228","3.219.254.112","TCP","66","49986  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"783","54.195085","3.219.254.112","192.168.86.228","TCP","66","443  >  49986 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1460 SACK_PERM WS=256"
"784","54.195140","192.168.86.228","3.219.254.112","TCP","54","49986  >  443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"785","54.216543","192.168.86.228","3.219.254.112","TLSv1.3","571","Client Hello (SNI=datarouter.ol.epicgames.com)"
"786","54.234184","3.219.254.112","192.168.86.228","TCP","54","443  >  49986 [ACK] Seq=1 Ack=518 Win=28160 Len=0"
"787","54.236311","3.219.254.112","192.168.86.228","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"788","54.240988","3.219.254.112","192.168.86.228","TCP","1514","443  >  49986 [ACK] Seq=1461 Ack=518 Win=28160 Len=1460 [TCP segment of a reassembled PDU]"
"789","54.240988","3.219.254.112","192.168.86.228","TCP","1514","443  >  49986 [ACK] Seq=2921 Ack=518 Win=28160 Len=1460 [TCP segment of a reassembled PDU]"
"790","54.240988","3.219.254.112","192.168.86.228","TLSv1.3","1514","Application Data"
"791","54.240988","3.219.254.112","192.168.86.228","TLSv1.3","254","Application Data, Application Data"
"792","54.241028","192.168.86.228","3.219.254.112","TCP","54","49986  >  443 [ACK] Seq=518 Ack=6041 Win=262656 Len=0"
"793","54.241832","192.168.86.228","3.219.254.112","TLSv1.3","118","Change Cipher Spec, Application Data"
"794","54.241987","192.168.86.228","3.219.254.112","TLSv1.3","692","Application Data"
"795","54.242043","192.168.86.228","3.219.254.112","TLSv1.3","920","Application Data"
"796","54.257370","3.219.254.112","192.168.86.228","TCP","54","443  >  49986 [ACK] Seq=6041 Ack=1220 Win=29440 Len=0"
"797","54.257766","3.219.254.112","192.168.86.228","TCP","54","443  >  49986 [ACK] Seq=6041 Ack=2086 Win=30976 Len=0"
"798","54.257766","3.219.254.112","192.168.86.228","TLSv1.3","200","Application Data"
"799","54.258405","3.219.254.112","192.168.86.228","TLSv1.3","257","Application Data"
"800","54.258448","192.168.86.228","3.219.254.112","TCP","54","49986  >  443 [ACK] Seq=2086 Ack=6390 Win=262400 Len=0"
"801","54.466538","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"802","54.558292","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"803","54.558746","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","271","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"804","54.559165","192.168.86.72","224.0.0.251","MDNS","211","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"805","54.559568","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","231","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"806","54.785327","162.159.136.234","192.168.86.228","TLSv1.2","101","Application Data"
"807","54.837654","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=2595 Win=1023 Len=0"
"808","55.173010","192.168.86.72","224.0.0.251","MDNS","466","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QU"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question ANY erin._mediaremotetv._tcp.local, ""QU"" question ANY erin._airplay._tcp.local, ""QU"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QU"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QU"" question ANY erin.local, ""QU"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"809","55.173883","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QU"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QU"" question ANY erin._mediaremotetv._tcp.local, ""QU"" question ANY erin._airplay._tcp.local, ""QU"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QU"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QU"" question ANY erin.local, ""QU"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"810","55.377861","192.168.86.72","224.0.0.251","MDNS","466","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"811","55.378688","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","486","Standard query 0x0000 ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"812","55.379055","192.168.86.72","224.0.0.251","MDNS","136","Standard query response 0x0000 TXT OPT"
"813","55.379121","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","156","Standard query response 0x0000 TXT OPT"
"814","55.466718","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"815","55.643697","192.168.86.228","151.101.129.91","TCP","55","[TCP Keep-Alive] 65075  >  443 [ACK] Seq=1 Ack=1 Win=1020 Len=1"
"816","55.658545","151.101.129.91","192.168.86.228","TCP","66","[TCP Keep-Alive ACK] 443  >  65075 [ACK] Seq=1 Ack=2 Win=424 Len=0 SLE=1 SRE=2"
"817","55.684722","192.168.86.72","224.0.0.251","MDNS","251","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"818","55.685947","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","271","Standard query response 0x0000 PTR, cache flush erin.local PTR, cache flush erin.local NSEC, cache flush 1.6.1.1.D.A.D.1.9.E.E.B.4.A.4.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 72.86.168.192.in-addr.arpa OPT"
"819","55.686101","192.168.86.72","224.0.0.251","MDNS","504","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"820","55.687106","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","524","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _rdlink._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question TXT 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question ANY erin._companion-link._tcp.local, ""QM"" question ANY 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local, ""QM"" question ANY erin._mediaremotetv._tcp.local, ""QM"" question ANY erin._airplay._tcp.local, ""QM"" question ANY C869CD808DBE@erin._raop._tcp.local, ""QM"" question ANY 70-35-60-63.1 erin._sleep-proxy._udp.local, ""QM"" question ANY erin.local, ""QM"" question SRV 0 0 49153 erin.local SRV 0 0 49851 erin.local SRV 0 0 49154 erin.local SRV 0 0 7000 erin.local SRV 0 0 7000 erin.local SRV 0 0 50310 erin.local AAAA fe80::14a4:bee9:1dad:1161 A 192.168.86.72 OPT"
"821","55.785094","192.168.86.228","66.22.206.17","UDP","116","58339  >  50022 Len=74"
"822","55.806167","66.22.206.17","192.168.86.228","UDP","116","50022  >  58339 Len=74"
"823","55.891776","192.168.86.72","224.0.0.251","MDNS","1487","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"824","55.894209","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1507","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"825","55.894371","192.168.86.72","224.0.0.251","MDNS","430","Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"826","55.895278","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","450","Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"827","56.053839","192.168.86.228","66.22.206.17","RTCP","102","Sender Report   "
"828","56.078696","192.168.86.228","66.22.206.17","UDP","50","58339  >  50022 Len=8"
"829","56.089180","66.22.206.17","192.168.86.228","UDP","50","50022  >  58339 Len=8"
"830","56.401468","192.168.86.72","224.0.0.251","MDNS","136","Standard query response 0x0000 TXT OPT"
"831","56.401942","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","156","Standard query response 0x0000 TXT OPT"
"832","56.416384","162.159.136.234","192.168.86.228","TLSv1.2","104","Application Data"
"833","56.465623","192.168.86.228","162.159.136.234","TCP","54","64622  >  443 [ACK] Seq=109 Ack=2645 Win=1023 Len=0"
"834","56.465953","66.22.206.17","192.168.86.228","RTCP","94","Receiver Report   "
"835","56.808716","172.217.215.95","192.168.86.228","TLSv1.2","311","Application Data"
"836","56.808716","172.217.215.95","192.168.86.228","TLSv1.2","157","Application Data"
"837","56.808716","172.217.215.95","192.168.86.228","TLSv1.2","239","Application Data"
"838","56.808716","172.217.215.95","192.168.86.228","TLSv1.2","93","Application Data"
"839","56.808788","192.168.86.228","172.217.215.95","TCP","54","49763  >  443 [ACK] Seq=634 Ack=2377 Win=1022 Len=0"
"840","56.809336","192.168.86.228","172.217.215.95","TLSv1.2","89","Application Data"
"841","56.809411","192.168.86.228","172.217.215.95","TLSv1.2","93","Application Data"
"842","56.809469","192.168.86.228","172.217.215.95","TLSv1.2","89","Application Data"
"843","56.812136","192.168.86.228","172.217.215.95","TLSv1.2","299","Application Data"
"844","56.825716","172.217.215.95","192.168.86.228","TCP","54","443  >  49763 [ACK] Seq=2377 Ack=743 Win=489 Len=0"
"845","56.831022","172.217.215.95","192.168.86.228","TCP","54","443  >  49763 [ACK] Seq=2377 Ack=988 Win=489 Len=0"
"846","56.860182","172.217.215.95","192.168.86.228","TLSv1.2","122","Application Data"
"847","56.860182","172.217.215.95","192.168.86.228","TLSv1.2","269","Application Data"
"848","56.860228","192.168.86.228","172.217.215.95","TCP","54","49763  >  443 [ACK] Seq=988 Ack=2660 Win=1021 Len=0"
"849","56.915289","192.168.86.72","224.0.0.251","MDNS","1487","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"850","56.917259","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","1507","Standard query response 0x0000 TXT, cache flush PTR _companion-link._tcp.local PTR erin._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 erin.local TXT, cache flush PTR _homekit._tcp.local PTR 44079426-1AB1-5FD6-8BFF-7A40DECA9CD6._homekit._tcp.local SRV, cache flush 0 0 49851 erin.local TXT, cache flush PTR _mediaremotetv._tcp.local PTR erin._mediaremotetv._tcp.local SRV, cache flush 0 0 49154 erin.local TXT, cache flush PTR _airplay._tcp.local PTR erin._airplay._tcp.local PTR _raop._tcp.local PTR C869CD808DBE@erin._raop._tcp.local SRV, cache flush 0 0 7000 erin.local SRV, cache flush 0 0 7000 erin.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 erin._sleep-proxy._udp.local OPT"
"851","56.917917","192.168.86.72","224.0.0.251","MDNS","430","Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
"852","56.918631","fe80::14a4:bee9:1dad:1161","ff02::fb","MDNS","450","Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 50310 erin.local AAAA, cache flush fe80::14a4:bee9:1dad:1161 A, cache flush 192.168.86.72 OPT"
